candidate_id,full_name,age,gender,experience_years,education_level,major,skills,salary_expectation_usd,preferred_location,job_type_preference,current_employment_status,english_level,availability,portfolio_url,linkedin_url
402,Do Thanh E 402,40,Female,19,Associate,Marketing,Azure|Data Analysis|Communication|React|Scrum|Angular|Project Management,4047,Hanoi,Internship,Unemployed,Basic,Immediate,,https://linkedin.com/in/candidate402
403,Hoang Quang F 403,34,Other,16,Associate,Business Administration,Data Analysis|AWS|Spring|Project Management,4157,Da Nang,Part-time,Unemployed,Intermediate,1 month,https://portfolio403.com,https://linkedin.com/in/candidate403
404,Vo Duc H 404,32,Female,7,Bachelor,Marketing,HTML/CSS|JavaScript|Django,3504,Da Nang,Full-time,Unemployed,Advanced,1 month,,https://linkedin.com/in/candidate404
405,Dang Thi B 405,22,Other,13,High School,Business Administration,HTML/CSS|Machine Learning|Angular,1837,Da Nang,Internship,Freelancer,Native,2 weeks,,https://linkedin.com/in/candidate405
406,Bui Thu G 406,45,Other,5,Master,Electrical Engineering,Node.js|Azure|Team Leadership|AWS|Python,870,Ho Chi Minh City,Full-time,Freelancer,Intermediate,Immediate,,https://linkedin.com/in/candidate406
407,Pham Hoang D 407,43,Other,15,High School,Computer Science,Angular|Flask|Communication|Agile,3674,Hanoi,Full-time,Unemployed,Native,2 months,https://portfolio407.com,https://linkedin.com/in/candidate407
408,Dang Hoang D 408,28,Other,18,High School,Economics,JavaScript|Scrum|Django,905,Flexible,Part-time,Student,Native,2 months,https://portfolio408.com,https://linkedin.com/in/candidate408
409,Huynh Thanh E 409,46,Other,13,High School,Finance,Problem Solving|Docker|Team Leadership|Python|C++|AWS,1569,Hanoi,Internship,Unemployed,Basic,Immediate,https://portfolio409.com,https://linkedin.com/in/candidate409
410,Le Linh J 410,42,Other,18,Associate,English Literature,Agile|Problem Solving|Node.js|Data Analysis|Git|Scrum,2809,Hanoi,Contract,Freelancer,Intermediate,2 weeks,https://portfolio410.com,https://linkedin.com/in/candidate410
411,Tran Mai I 411,36,Other,2,PhD,English Literature,React|Flask|Angular|Docker|Git|Scrum,3740,Hanoi,Internship,Employed,Native,1 month,https://portfolio411.com,https://linkedin.com/in/candidate411
412,Do Mai I 412,22,Female,9,Associate,Economics,C++|React|Agile,2992,Ho Chi Minh City,Contract,Student,Basic,1 month,,https://linkedin.com/in/candidate412
413,Nguyen Linh J 413,33,Male,18,Associate,Information Technology,Flask|JavaScript|Java,4295,Ho Chi Minh City,Contract,Student,Advanced,2 months,https://portfolio413.com,https://linkedin.com/in/candidate413
414,Le Duc H 414,47,Male,8,High School,Mechanical Engineering,Team Leadership|Angular|Data Analysis|Spring|Docker|Communication,1733,Ho Chi Minh City,Part-time,Employed,Native,2 months,,https://linkedin.com/in/candidate414
415,Huynh Thanh E 415,28,Female,19,Associate,Computer Science,HTML/CSS|Angular|Team Leadership|Python|Git|JavaScript,1374,Hanoi,Contract,Student,Intermediate,2 months,https://portfolio415.com,https://linkedin.com/in/candidate415
416,Hoang Quang F 416,36,Female,12,High School,Economics,Angular|Flask|SQL|Java|Spring,4730,Ho Chi Minh City,Internship,Employed,Advanced,1 month,https://portfolio416.com,https://linkedin.com/in/candidate416
417,Vo Van A 417,42,Female,6,PhD,English Literature,Scrum|Agile|Docker|Java|Machine Learning|Django|Communication,4887,Da Nang,Internship,Freelancer,Native,2 months,https://portfolio417.com,https://linkedin.com/in/candidate417
418,Bui Minh C 418,40,Female,13,Master,Marketing,Project Management|Git|Docker|SQL|Python,3331,Ho Chi Minh City,Full-time,Student,Native,1 month,,https://linkedin.com/in/candidate418
419,Pham Linh J 419,49,Other,8,High School,Mechanical Engineering,Project Management|Java|C++|React,3219,Remote,Contract,Student,Intermediate,1 month,https://portfolio419.com,https://linkedin.com/in/candidate419
420,Nguyen Linh J 420,46,Male,18,PhD,Computer Science,Data Analysis|Angular|Flask|React|Node.js,869,Ho Chi Minh City,Part-time,Employed,Native,2 weeks,,https://linkedin.com/in/candidate420
421,Le Thi B 421,22,Other,14,Master,Data Science,Data Analysis|Python|Angular|Agile|Git|Node.js|Communication,2102,Ho Chi Minh City,Part-time,Employed,Intermediate,2 weeks,,https://linkedin.com/in/candidate421
422,Tran Van A 422,38,Male,19,Bachelor,Data Science,SQL|Communication|Azure,4614,Ho Chi Minh City,Internship,Freelancer,Intermediate,2 weeks,,https://linkedin.com/in/candidate422
423,Dang Minh C 423,38,Male,13,High School,Mechanical Engineering,SQL|Project Management|Team Leadership,3149,Ho Chi Minh City,Contract,Employed,Intermediate,2 months,https://portfolio423.com,https://linkedin.com/in/candidate423
424,Le Quang F 424,24,Female,5,High School,Economics,Node.js|Django|C++,1054,Remote,Part-time,Employed,Intermediate,1 month,https://portfolio424.com,https://linkedin.com/in/candidate424
425,Dang Mai I 425,33,Other,3,Bachelor,Business Administration,JavaScript|Java|Team Leadership|Python|Machine Learning|SQL,2507,Flexible,Contract,Freelancer,Native,2 months,https://portfolio425.com,https://linkedin.com/in/candidate425
426,Bui Hoang D 426,27,Female,7,Bachelor,Business Administration,Java|Flask|Django|Agile|Node.js|Git,1633,Ho Chi Minh City,Contract,Unemployed,Advanced,1 month,,https://linkedin.com/in/candidate426
427,Hoang Thi B 427,47,Other,16,High School,Marketing,C++|Scrum|Agile|Problem Solving,3564,Da Nang,Full-time,Unemployed,Advanced,2 weeks,https://portfolio427.com,https://linkedin.com/in/candidate427
428,Bui Duc H 428,32,Male,8,Bachelor,Computer Science,Problem Solving|Docker|Project Management|SQL,3271,Remote,Part-time,Employed,Basic,2 weeks,https://portfolio428.com,https://linkedin.com/in/candidate428
429,Le Mai I 429,24,Female,0,Associate,Computer Science,Java|Agile|React|Spring|HTML/CSS|Communication|Machine Learning,4542,Flexible,Full-time,Freelancer,Intermediate,2 months,,https://linkedin.com/in/candidate429
430,Le Mai I 430,29,Female,19,Master,Mechanical Engineering,C++|Flask|Team Leadership|Data Analysis,2835,Ho Chi Minh City,Part-time,Unemployed,Native,1 month,,https://linkedin.com/in/candidate430
431,Tran Linh J 431,35,Male,13,Master,Software Engineering,Team Leadership|Azure|React,2767,Flexible,Contract,Freelancer,Native,2 months,https://portfolio431.com,https://linkedin.com/in/candidate431
432,Bui Duc H 432,35,Male,10,Master,Data Science,Azure|React|Flask|Agile|JavaScript,899,Da Nang,Part-time,Employed,Basic,Immediate,https://portfolio432.com,https://linkedin.com/in/candidate432
433,Bui Thanh E 433,31,Male,2,Associate,Computer Science,Azure|Communication|Agile|Data Analysis|Git|Angular,2652,Remote,Internship,Employed,Advanced,2 months,https://portfolio433.com,https://linkedin.com/in/candidate433
434,Tran Duc H 434,23,Female,8,Bachelor,Mechanical Engineering,Agile|Java|Problem Solving|Docker|Data Analysis|Git,3983,Remote,Contract,Freelancer,Native,2 weeks,https://portfolio434.com,https://linkedin.com/in/candidate434
435,Huynh Duc H 435,35,Other,13,PhD,Electrical Engineering,Team Leadership|Python|Machine Learning|Git,3155,Flexible,Part-time,Student,Basic,1 month,,https://linkedin.com/in/candidate435
436,Hoang Linh J 436,30,Female,8,Bachelor,Information Technology,JavaScript|Azure|Node.js,911,Ho Chi Minh City,Full-time,Employed,Advanced,1 month,,https://linkedin.com/in/candidate436
437,Tran Quang F 437,24,Other,3,High School,Electrical Engineering,JavaScript|Flask|SQL,3958,Hanoi,Full-time,Employed,Native,2 months,https://portfolio437.com,https://linkedin.com/in/candidate437
438,Hoang Thanh E 438,42,Female,3,Master,Finance,Git|Azure|React|Project Management,982,Remote,Contract,Employed,Intermediate,2 weeks,https://portfolio438.com,https://linkedin.com/in/candidate438
439,Nguyen Thi B 439,47,Female,7,Bachelor,Economics,Machine Learning|Angular|Flask,4652,Hanoi,Full-time,Employed,Basic,Immediate,https://portfolio439.com,https://linkedin.com/in/candidate439
440,Dang Minh C 440,29,Male,1,PhD,Marketing,Angular|Scrum|HTML/CSS|C++,964,Remote,Contract,Freelancer,Native,2 months,https://portfolio440.com,https://linkedin.com/in/candidate440
441,Do Minh C 441,37,Other,8,High School,Computer Science,JavaScript|Django|Team Leadership|Scrum|SQL,2937,Ho Chi Minh City,Contract,Freelancer,Basic,1 month,https://portfolio441.com,https://linkedin.com/in/candidate441
442,Dang Duc H 442,23,Female,13,Associate,Finance,Docker|Python|Git|AWS|Spring|Flask,2823,Ho Chi Minh City,Contract,Freelancer,Basic,2 weeks,,https://linkedin.com/in/candidate442
443,Tran Duc H 443,27,Female,8,Associate,English Literature,Python|Spring|Problem Solving|Node.js,1254,Remote,Part-time,Freelancer,Basic,1 month,https://portfolio443.com,https://linkedin.com/in/candidate443
444,Nguyen Quang F 444,49,Male,15,PhD,Finance,C++|JavaScript|Communication|Git|Docker,3085,Flexible,Contract,Student,Intermediate,1 month,https://portfolio444.com,https://linkedin.com/in/candidate444
445,Dang Minh C 445,42,Male,16,High School,Mechanical Engineering,Spring|Docker|SQL|Machine Learning|C++,1341,Ho Chi Minh City,Full-time,Freelancer,Advanced,1 month,,https://linkedin.com/in/candidate445
446,Dang Van A 446,47,Other,15,Master,Computer Science,Data Analysis|AWS|Azure|HTML/CSS|Agile|C++,3465,Ho Chi Minh City,Internship,Freelancer,Advanced,1 month,https://portfolio446.com,https://linkedin.com/in/candidate446
447,Bui Mai I 447,46,Female,11,Bachelor,Information Technology,Django|Git|JavaScript|HTML/CSS|Agile,3249,Da Nang,Part-time,Employed,Native,Immediate,,https://linkedin.com/in/candidate447
448,Hoang Linh J 448,33,Other,2,High School,Economics,AWS|Agile|Git,4733,Ho Chi Minh City,Full-time,Student,Intermediate,2 weeks,,https://linkedin.com/in/candidate448
449,Pham Quang F 449,26,Female,10,Associate,Mechanical Engineering,Git|Django|Machine Learning|Flask|Communication|C++,3686,Da Nang,Contract,Employed,Advanced,2 months,https://portfolio449.com,https://linkedin.com/in/candidate449
450,Vo Thanh E 450,23,Other,13,PhD,Mechanical Engineering,Problem Solving|HTML/CSS|Azure,4704,Ho Chi Minh City,Contract,Student,Native,2 weeks,https://portfolio450.com,https://linkedin.com/in/candidate450
451,Do Mai I 451,37,Male,17,PhD,Marketing,JavaScript|Django|Git,2488,Ho Chi Minh City,Internship,Unemployed,Native,2 weeks,,https://linkedin.com/in/candidate451
452,Le Thu G 452,26,Female,4,Bachelor,Marketing,Angular|AWS|Team Leadership|Java|Flask|Azure|Problem Solving,2437,Flexible,Full-time,Student,Basic,2 weeks,https://portfolio452.com,https://linkedin.com/in/candidate452
453,Do Linh J 453,36,Other,15,PhD,Data Science,Spring|Data Analysis|Communication|Team Leadership|Agile|Docker,4882,Flexible,Part-time,Student,Intermediate,2 months,https://portfolio453.com,https://linkedin.com/in/candidate453
454,Hoang Thu G 454,33,Male,19,PhD,Data Science,AWS|Node.js|Spring|Git|SQL|Java,2690,Ho Chi Minh City,Full-time,Employed,Advanced,2 weeks,https://portfolio454.com,https://linkedin.com/in/candidate454
455,Tran Hoang D 455,25,Male,4,High School,Business Administration,SQL|Team Leadership|Data Analysis|React|Git|Communication,4005,Remote,Contract,Student,Intermediate,2 months,https://portfolio455.com,https://linkedin.com/in/candidate455
456,Tran Thu G 456,36,Other,2,Master,Software Engineering,AWS|C++|Node.js|JavaScript,1277,Remote,Part-time,Student,Intermediate,2 months,,https://linkedin.com/in/candidate456
457,Tran Van A 457,32,Female,11,Bachelor,Computer Science,Java|Docker|SQL|Machine Learning,3166,Ho Chi Minh City,Contract,Employed,Advanced,Immediate,,https://linkedin.com/in/candidate457
458,Bui Van A 458,37,Female,0,High School,Computer Science,JavaScript|Node.js|Data Analysis,3326,Remote,Contract,Unemployed,Advanced,1 month,,https://linkedin.com/in/candidate458
459,Dang Thi B 459,44,Male,8,Master,Mathematics,Django|Azure|AWS,1166,Ho Chi Minh City,Full-time,Unemployed,Intermediate,2 months,,https://linkedin.com/in/candidate459
460,Dang Minh C 460,27,Female,8,High School,Finance,SQL|Team Leadership|HTML/CSS,2636,Flexible,Internship,Unemployed,Native,1 month,,https://linkedin.com/in/candidate460
461,Huynh Minh C 461,35,Female,3,High School,Computer Science,Project Management|Scrum|HTML/CSS|React|Spring|JavaScript|Team Leadership,2515,Hanoi,Contract,Student,Intermediate,2 weeks,,https://linkedin.com/in/candidate461
462,Vo Linh J 462,39,Female,2,PhD,Computer Science,Java|Spring|Angular,812,Da Nang,Full-time,Employed,Advanced,1 month,https://portfolio462.com,https://linkedin.com/in/candidate462
463,Bui Thi B 463,33,Male,16,Master,Software Engineering,Node.js|Scrum|Flask|Data Analysis|Azure,1335,Remote,Part-time,Unemployed,Intermediate,1 month,https://portfolio463.com,https://linkedin.com/in/candidate463
464,Hoang Quang F 464,48,Other,1,Bachelor,English Literature,JavaScript|Git|Communication|Java,4039,Remote,Internship,Unemployed,Advanced,1 month,https://portfolio464.com,https://linkedin.com/in/candidate464
465,Pham Hoang D 465,32,Female,0,Bachelor,Data Science,Machine Learning|Python|Azure|Data Analysis|Problem Solving,3117,Flexible,Contract,Unemployed,Native,2 weeks,,https://linkedin.com/in/candidate465
466,Pham Thi B 466,34,Male,7,Master,Data Science,Scrum|Spring|Git|Azure|React,4842,Remote,Contract,Unemployed,Intermediate,2 weeks,https://portfolio466.com,https://linkedin.com/in/candidate466
467,Pham Van A 467,42,Male,12,PhD,Information Technology,Flask|Machine Learning|Spring|Agile|Communication|Docker|Python,1175,Ho Chi Minh City,Part-time,Employed,Native,2 months,,https://linkedin.com/in/candidate467
468,Huynh Van A 468,44,Other,14,Associate,Computer Science,C++|HTML/CSS|Scrum|Python|Azure|JavaScript,2524,Ho Chi Minh City,Full-time,Unemployed,Intermediate,2 months,https://portfolio468.com,https://linkedin.com/in/candidate468
469,Do Quang F 469,32,Female,7,High School,Software Engineering,Team Leadership|HTML/CSS|SQL|React|C++|Python,1056,Hanoi,Contract,Student,Intermediate,Immediate,,https://linkedin.com/in/candidate469
470,Nguyen Quang F 470,44,Female,11,PhD,Economics,Django|Problem Solving|Python|SQL|React|Node.js|AWS,3064,Hanoi,Part-time,Student,Advanced,2 weeks,https://portfolio470.com,https://linkedin.com/in/candidate470
471,Do Duc H 471,37,Other,11,Master,Data Science,Azure|Flask|AWS|SQL|HTML/CSS|C++|Scrum,1249,Hanoi,Contract,Employed,Basic,Immediate,https://portfolio471.com,https://linkedin.com/in/candidate471
472,Tran Thi B 472,36,Other,13,High School,Software Engineering,Python|Problem Solving|HTML/CSS|Docker|Communication|Team Leadership|Django,1693,Ho Chi Minh City,Full-time,Freelancer,Advanced,2 weeks,https://portfolio472.com,https://linkedin.com/in/candidate472
473,Pham Minh C 473,42,Male,14,Bachelor,Electrical Engineering,Spring|Flask|Scrum|AWS|Java|SQL,4012,Hanoi,Internship,Unemployed,Intermediate,1 month,,https://linkedin.com/in/candidate473
474,Pham Thu G 474,49,Male,14,Associate,English Literature,Spring|React|HTML/CSS|SQL,1984,Hanoi,Full-time,Unemployed,Basic,Immediate,https://portfolio474.com,https://linkedin.com/in/candidate474
475,Nguyen Quang F 475,36,Other,8,Bachelor,Computer Science,Angular|Project Management|Team Leadership|Node.js|Python|Spring|Azure,4023,Ho Chi Minh City,Full-time,Student,Basic,Immediate,https://portfolio475.com,https://linkedin.com/in/candidate475
476,Le Linh J 476,46,Female,18,Master,Information Technology,Machine Learning|Communication|Project Management,2108,Flexible,Full-time,Employed,Native,Immediate,,https://linkedin.com/in/candidate476
477,Vo Linh J 477,25,Male,19,High School,Finance,Flask|Spring|Communication|Data Analysis|Django|Java|Python,1716,Remote,Part-time,Freelancer,Intermediate,2 weeks,https://portfolio477.com,https://linkedin.com/in/candidate477
478,Tran Thi B 478,32,Male,7,Master,Data Science,Node.js|Data Analysis|Docker|Python|HTML/CSS,947,Da Nang,Contract,Student,Advanced,2 months,https://portfolio478.com,https://linkedin.com/in/candidate478
479,Pham Van A 479,40,Female,18,High School,Electrical Engineering,Angular|Team Leadership|SQL|Scrum|Data Analysis|Communication|Machine Learning,2914,Ho Chi Minh City,Internship,Freelancer,Basic,Immediate,https://portfolio479.com,https://linkedin.com/in/candidate479
480,Le Mai I 480,36,Male,5,PhD,Economics,HTML/CSS|JavaScript|Communication,4816,Ho Chi Minh City,Part-time,Employed,Basic,2 months,https://portfolio480.com,https://linkedin.com/in/candidate480
481,Vo Thu G 481,25,Female,19,Associate,Software Engineering,Machine Learning|Data Analysis|Docker,4740,Da Nang,Full-time,Employed,Advanced,2 weeks,https://portfolio481.com,https://linkedin.com/in/candidate481
482,Pham Thi B 482,42,Female,18,PhD,Marketing,Django|Scrum|Problem Solving|HTML/CSS|Communication|Git|Flask,4871,Da Nang,Internship,Employed,Advanced,Immediate,https://portfolio482.com,https://linkedin.com/in/candidate482
483,Pham Quang F 483,34,Female,3,PhD,Mechanical Engineering,Python|Scrum|Java|Communication|Django,3595,Hanoi,Full-time,Student,Basic,2 weeks,https://portfolio483.com,https://linkedin.com/in/candidate483
484,Le Van A 484,43,Other,6,Master,Computer Science,Java|HTML/CSS|React,1242,Da Nang,Full-time,Employed,Advanced,2 months,https://portfolio484.com,https://linkedin.com/in/candidate484
485,Dang Thanh E 485,40,Other,3,Associate,Computer Science,Communication|Git|Docker|Azure|Project Management,3744,Remote,Full-time,Student,Native,2 months,https://portfolio485.com,https://linkedin.com/in/candidate485
486,Hoang Hoang D 486,23,Other,11,High School,Electrical Engineering,Django|Team Leadership|Python|AWS,4736,Remote,Internship,Student,Basic,Immediate,https://portfolio486.com,https://linkedin.com/in/candidate486
487,Huynh Minh C 487,35,Female,12,High School,Software Engineering,Problem Solving|Docker|Node.js|Azure|Flask|Java|React,1198,Remote,Contract,Unemployed,Native,2 months,https://portfolio487.com,https://linkedin.com/in/candidate487
488,Bui Thanh E 488,25,Female,2,Bachelor,Business Administration,Spring|Python|AWS|Git|Angular|Machine Learning,1951,Remote,Full-time,Student,Intermediate,1 month,,https://linkedin.com/in/candidate488
489,Le Van A 489,37,Other,11,High School,Computer Science,Problem Solving|JavaScript|Data Analysis|Django,4592,Remote,Contract,Student,Native,1 month,https://portfolio489.com,https://linkedin.com/in/candidate489
490,Do Quang F 490,42,Male,1,Master,Business Administration,Node.js|C++|Agile|Django|Scrum|React|Docker,3795,Hanoi,Internship,Unemployed,Advanced,Immediate,,https://linkedin.com/in/candidate490
491,Tran Minh C 491,41,Female,1,PhD,Economics,C++|Azure|Problem Solving|Agile,3016,Ho Chi Minh City,Internship,Freelancer,Basic,2 weeks,,https://linkedin.com/in/candidate491
492,Nguyen Mai I 492,35,Male,8,PhD,Marketing,Java|C++|JavaScript|Team Leadership|Spring|Agile,2507,Da Nang,Full-time,Unemployed,Native,2 weeks,,https://linkedin.com/in/candidate492
493,Dang Thi B 493,48,Male,0,PhD,Electrical Engineering,Java|Problem Solving|Azure|Python|AWS|JavaScript|Node.js,4131,Ho Chi Minh City,Contract,Unemployed,Advanced,2 weeks,https://portfolio493.com,https://linkedin.com/in/candidate493
494,Dang Mai I 494,36,Female,7,Associate,Software Engineering,Project Management|SQL|Python|Node.js|Scrum|Communication,2787,Da Nang,Contract,Employed,Advanced,1 month,,https://linkedin.com/in/candidate494
495,Nguyen Thanh E 495,49,Female,5,High School,Software Engineering,Data Analysis|SQL|Team Leadership|Docker,3368,Hanoi,Full-time,Employed,Native,2 months,https://portfolio495.com,https://linkedin.com/in/candidate495
496,Dang Thi B 496,24,Male,5,Master,Mathematics,HTML/CSS|Scrum|React|Spring|Flask|Docker,960,Hanoi,Part-time,Unemployed,Basic,1 month,https://portfolio496.com,https://linkedin.com/in/candidate496
497,Pham Thu G 497,29,Male,17,Associate,Economics,SQL|Django|Spring,4704,Flexible,Part-time,Employed,Native,2 months,,https://linkedin.com/in/candidate497
498,Le Thanh E 498,37,Other,16,Bachelor,Economics,Java|Project Management|Git|Agile,4373,Flexible,Internship,Unemployed,Intermediate,1 month,,https://linkedin.com/in/candidate498
499,Dang Linh J 499,31,Other,11,Master,English Literature,Data Analysis|Git|Node.js|AWS|Scrum,3977,Hanoi,Internship,Employed,Native,2 weeks,https://portfolio499.com,https://linkedin.com/in/candidate499
500,Le Hoang D 500,25,Female,5,Master,Mechanical Engineering,Node.js|Angular|Azure|C++|React|Machine Learning,2625,Hanoi,Part-time,Student,Native,2 weeks,https://portfolio500.com,https://linkedin.com/in/candidate500
